speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
lakduc1,Pato rana de pico delgado,Oxyura vittata,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,2.0,-35.617356,-72.5981292,True,False,False,S100188042,
refcoo1,Tagua de frente roja,Fulica rufifrons,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,5.0,-35.617356,-72.5981292,True,False,False,S100188042,
truter,Gaviotín piquerito,Sterna trudeaui,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,2.0,-35.617356,-72.5981292,True,False,False,S100188042,
pibgre,Picurio,Podilymbus podiceps,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,1.0,-35.617356,-72.5981292,True,False,False,S100188042,
whfibi,Cuervo de pantano común,Plegadis chihi,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,4.0,-35.617356,-72.5981292,True,False,False,S100188042,
categr1,Garza bueyera,Ardea ibis,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,15.0,-35.617356,-72.5981292,True,False,False,S100188042,
wrlrus1,Trabajador,Phleocryptes melanops,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,3.0,-35.617356,-72.5981292,True,False,False,S100188042,
buwcin1,Churrete acanelado,Cinclodes fuscus,L819912,Camino Embalse El Yeso--Vega al costado del camino,2022-01-02 16:00,2.0,-33.6900671,-70.1072252,True,False,False,S99975392,
gyfcin1,Churrete chico,Cinclodes oustaleti,L819912,Camino Embalse El Yeso--Vega al costado del camino,2022-01-02 16:00,1.0,-33.6900671,-70.1072252,True,False,False,S99975392,
mcrtyr1,Siete colores,Tachuris rubrigastra,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,7.0,-35.617356,-72.5981292,True,False,False,S100188042,
wbgtyr1,Dormilona de ceja blanca,Muscisaxicola albilora,L819912,Camino Embalse El Yeso--Vega al costado del camino,2022-01-02 16:00,2.0,-33.6900671,-70.1072252,True,False,False,S99975392,
bfgtyr1,Dormilona de frente negra,Muscisaxicola frontalis,L819912,Camino Embalse El Yeso--Vega al costado del camino,2022-01-02 16:00,1.0,-33.6900671,-70.1072252,True,False,False,S99975392,
corpip1,Bailarín chico común,Anthus correndera,L11747141,Humedal La Puntiaguda--Norte,2022-01-02 16:00,1.0,-35.617356,-72.5981292,True,False,False,S100188042,
cosswa1,Cisne coscoroba,Coscoroba coscoroba,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-01-02 15:40,5.0,-32.6327613,-71.426518,True,False,False,S101550234,
mallar3,Pato de collar,Anas platyrhynchos,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-01-02 15:40,45.0,-32.6327613,-71.426518,True,True,False,S101550234,X
bknsti,Perrito,Himantopus mexicanus,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-01-02 15:40,25.0,-32.6327613,-71.426518,True,False,False,S101550234,
ameoys,Pilpilén común,Haematopus palliatus,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-01-02 15:40,16.0,-32.6327613,-71.426518,True,False,False,S101550234,
